Titulo,Link,Precio,Estado,Puntuación,Ubicación,Comentarios
Sandwichera Intercambiables Para Waffles Oster Ckstsm3892,https://articulo.mercadolibre.com.pe/MPE-445737710-sandwichera-intercambiables-para-waffles-oster-ckstsm3892-_JM,246.05,Nuevo,,"Ate, Lima Metropolitana",{'0': 'Buenas hace envio a provincia?'}
Irobot Roomba 614 - Aspiradora Robot,https://articulo.mercadolibre.com.pe/MPE-437295110-irobot-roomba-614-aspiradora-robot-_JM,1299.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Hola tienes tienda fisica', '1': 'Buenas tardes, qué potencia tiene? Tengo perritos que botan pelo', '2': 'Buenas noches cuentan con tienda física. Gracias', '3': 'Y cuál es la diferencia entre este modelo y los que son más caros? Yo la quiero para limpiar segundo piso de una casa donde hay un gato', '4': 'Hola tienen en stock? Para cuando podrían hacer envío a Surco??', '5': 'Ok. Me puedes dar precios de estos modelos que mencionas ?', '6': 'Hola, qué modelo aspira y mapea ? Se puede comunicar con Alexa por wifi ? Me puedes detallar las principales diferencias entre modelos y precios para tomar una decisión ?', '7': 'Hola, vendes los repuestos? Necesito el cepillo lateral y el filtro. Gracias', '8': 'Hola buen dia! Hay stock? Cual el modelo quebhace el mapeou de la casa?', '9': 'Hola. Este modelo tiene sensor para que no se caiga por las escaleras?'}"
Licuadora Oster Blstbhbestr053 Clásica Reversible 700w,https://articulo.mercadolibre.com.pe/MPE-445647945-licuadora-oster-blstbhbestr053-clasica-reversible-700w-_JM,489.0,Nuevo,,,"{'0': 'Envios a Tingo María hay?', '1': 'buenas tardes quiero adquirir el producto, si realizo la compra esta la opcion de retirarlo en la tienda EFE mas cercana a mi domicilio, yo vivo en chimbote', '2': 'ENVIA A PROVINCIA POR OLVA CURIER ??', '3': 'El.envio es gratis por lo que veo, confirmar envio gratid a ciudad del cusco', '4': 'Para ser tienda oficial su tiempo de respuesta a las preguntas deja mucho q desear…. Tienen stock y entregan a domicilio a Chaclacayo?', '5': 'Buenas noches tiene stop', '6': 'Hola… hay stock para envío inmediato? Estoy en Chaclacayo. Gracias'}"
Xiaomi Jarra Eléctrica Hervidor De Agua Mi Electric Kettle,https://articulo.mercadolibre.com.pe/MPE-440710138-xiaomi-jarra-electrica-hervidor-de-agua-mi-electric-kettle-_JM,108.0,Nuevo,,"Santiago De Surco, Lima Metropolitana","{'0': 'Buenas tardes, me gustaría tenerlo para el día de hoy, en Ate. Me confirman para hacer el pago. Muchas gracias', '1': 'Buenas tardes¡ Esta jarra funciona con bluetooth para usar la app de Xiaomi Home?', '2': 'Tienen stock para entregar mañana?', '3': 'Est disponible el producto', '4': 'Hola busco este modelo ,VIOMI V-SK152B Es el mismo? Y tendrán en negro? Gracias', '5': 'Hay stock? Soy de la victoria me interesa, por otro lado si la entrega es inmediata además si tiene el q se conecta con la aplicación cuánto estaría', '6': 'El delivery es gratis? Xq sino yo lo recogo', '7': 'Buenas está disponible? Deseo uno', '8': 'Hola. Me encuentro en Barranco, por el estudio 4 ¿lo compro?¿lo tienen?', '9': 'Hola ¿tienes en stock?¿cuánto se demoran en enviar?'}"
Aspirador Robot Irobot Roomba I7+,https://articulo.mercadolibre.com.pe/MPE-438614289-aspirador-robot-irobot-roomba-i7-_JM,4999.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Y cuál es la diferencia con la i3+? Y a que número podría contactarme con Usted para la compra?', '1': 'Hola, buenas tardes, aun disponible en stock y como es la gestión de envío?.', '2': 'Buenas tardes. Cuando podrían realizar el despacho? Distrito miraflores', '3': 'Este robot también trapea??', '4': 'Hola, sigue en stock? Necesito que llegue para mañana jueves 25 por favor.', '5': 'Hola tiene el S9+?', '6': 'Gracias por la respuesta. ¿Podria indicarme si esta Clean Base es compatible con los otros modelos de la serie i? Saludos', '7': 'Buenas Tardes. ¿El clean base que viene con el equipo es de 220V? Saludos', '8': 'Se puede mejorar el precio?', '9': 'Hola buenas noches tienes stock'}"
Bolsa De Papel - 5 Und Para Aspiradoras Nt20 Nt 27 Karcher,https://articulo.mercadolibre.com.pe/MPE-439585680-bolsa-de-papel-5-und-para-aspiradoras-nt20-nt-27-karcher-_JM,124.9,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Hola buenas tardes, una consulta venderán bolsas para aspiradora wurden?', '1': 'Confirmar si es para la Karcher NT 20/1 y si tiene es Stock, gracias', '2': 'Hola donde entregas'}"
Batidora De Mano Profesional Bosch Mfq4730 575w Negro,https://articulo.mercadolibre.com.pe/MPE-606065161-batidora-de-mano-profesional-bosch-mfq4730-575w-negro-_JM,319.0,Nuevo,,¡Es uno de los mejores del sitio!,{}
Licuadora Oster Blstkagwrd Vaso De Vidrio Blanco,https://articulo.mercadolibre.com.pe/MPE-600851593-licuadora-oster-blstkagwrd-vaso-de-vidrio-blanco-_JM,209.0,Nuevo,,"La Victoria, Lima Metropolitana","{'0': 'Lo tendrá disponible para hoy?', '1': 'Envío por agencia Palomino para Puquio amigo'}"
Menbrana Microondas Samsung / Daewoo ,https://articulo.mercadolibre.com.pe/MPE-440065944-menbrana-microondas-samsung-daewoo-_JM,100.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Buenos dias. Quisiera saber si tiene membrana para el cheff Samsung (AME1113TST)', '1': 'Hola tendrás membrana de microondas chef Samsung modelo MS32J5133AM/PE??', '2': 'TENDRAS MEMBRANA PARA SAMSUNG MODELO AGE8103W', '3': 'Hola tendras menbrana de microondas chef samsung modelo MG32J5133AM', '4': 'Cuanto es lo último o es precio fijo?', '5': 'Tendras membrana de horno microondas samsung MS23J5133AT, precio?', '6': 'tienen menbrana del modelo AME0103M? SAMSUNG', '7': 'Hola sale con toda la circuiteria de la parte de atrás de la membrana? Necesito completo esa parte', '8': 'Gracias', '9': 'Buenas noches, tendrán membrana de la AMW831K de Samsung?'}"
Pop Corn Maker Pelota Imaco Po2018,https://articulo.mercadolibre.com.pe/MPE-440293178-pop-corn-maker-pelota-imaco-po2018-_JM,109.0,Nuevo,,"Ate, Lima Metropolitana","{'0': 'Buen día, ¿tienen inventario disponible?, hacen envíos a San Miguel - Lima?', '1': 'Buenas noches, ¿Tiene stock aún? ¿Hace envíos a San Miguel - Lima?', '2': 'Cobra envio? Pero alli dice gratis con el medio de envío por mercado libre', '3': 'Cuantos gr de capacidad tiene? El producto está en stock actualmente?', '4': 'Perfecto,, le voy a dar comprar y voy mañana,,, ahí me sale la dirección exacta, no???', '5': 'Si voy mañana sábado a recoger, cuál es el horario de atención?', '6': 'Hola! Si lo compro ahorita a qué hora llegaría mañana?? Y si es recojo en tienda, en qué distrito es? Gracias', '7': 'hace envios a provincia, cuanto me costaria el envio a Jaen', '8': 'El pago lo puedo hacer por mercado pago?', '9': 'Ok voy a comprar para ver si la entregan me la pueden hacer mañana?'}"
Venta De Quemadores De Todas Las Marcas,https://articulo.mercadolibre.com.pe/MPE-603553378-venta-de-quemadores-de-todas-las-marcas-_JM,55.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Hola, buenos días. Quisiera sabe si tienes el quemador/difusor doble para cocina encimera de cinco hornillas', '1': 'Mi pregunta anterior es para cocina General Electric', '2': 'tienes para el modelo indurama alicante el juego completo?', '3': 'Chispazo de cocina sole, enpotrable', '4': 'Hola hornillas y quemadores para cocina Bosch HSK65K35EG/02, gracias.', '5': 'Bosch Cocina PRO425 IX 4 Hornillas HSG14I20SC, solo tapas o dispersadores', '6': 'Buenas tardes, delivery a Surquillo de 4 quemadores bosh. Gracias', '7': 'Hola q tal.. Hornillas y quemadores para cocina indurama fiorentina.. 02 juegos', '8': 'para la solange tendras son una sola pieza??', '9': 'Hola tendrás tapa y quemadores de Indurama de 6 hornillas'}"
Vaso De Licuadora Oster Blm (monterrey),https://articulo.mercadolibre.com.pe/MPE-434331076-vaso-de-licuadora-oster-blm-monterrey-_JM,49.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Estoy en Miraflores', '1': 'Cuanto demora el envío?', '2': 'Por favor confírmame si es compatible con Licuadora Oster® motor reversible BLSTEG7890C', '3': 'el producto es tal cual la imagen? tienen el logo de oster en el vidrio?', '4': 'hola tengo 3 consultas: el vaso es compatible para licuadora blstkag wdr 053 ? , el producto es original de la marca oster? , el envío es gratis para sjm?', '5': 'Haces entrega para la ciudad de piura ??', '6': 'Ok, necesito un vaso oster redondo y una cuchilla, tienes cell? Para coordinar?', '7': 'La cuchilla es original oster o genérico?', '8': 'Estoy interesado en cuchilla también, tienen? Hace envío grátis a VMT?', '9': 'Buenos días, tiene en stock ?'}"
Licuadora Imaco Vaso Vidrio Bl888v 8 Velocidades - Blanco,https://articulo.mercadolibre.com.pe/MPE-443996588-licuadora-imaco-vaso-vidrio-bl888v-8-velocidades-blanco-_JM,139.0,Nuevo,,"Callao, Lima Metropolitana",{'0': 'Amigo y el vaso solo lo venden?'}
Vaso Original Pyrex Para Licuadora Oster Blstpyg,https://articulo.mercadolibre.com.pe/MPE-601404818-vaso-original-pyrex-para-licuadora-oster-blstpyg-_JM,108.0,Nuevo,,"San Juan De Lurigancho, Lima Metropolitana","{'0': 'Buenas noches es para el modelo de cuchilla 4961', '1': 'Hola lo tienes en stock? Y costo de envío a surco?', '2': 'Para estar seguro la licuadora que tengo es modelo BLSTPYG 12098 el vaso es para este modelo? Me confirma por favor', '3': 'Cuando lo entregaría en San Miguel Lima', '4': 'cuanto vale el delivery a San Isidro?', '5': 'Hola, tienes en stock?, podrías hacer la entrega el día de hoy?', '6': 'La pregunta es si le dan a los modelos de sus fotos porque yo tengo una licuadora asi', '7': 'Puedes entregarlo en San Miguel este jueves?, entiendo que no tiene costo el delivery', '8': 'Le igualan a los modelos de sus fotos ?', '9': 'Buenos días aún tiene stock de vasos'}"
 Clips Ganchos De Costura  Prensatela Alfileres - 30 Piezas,https://articulo.mercadolibre.com.pe/MPE-447358501-clips-ganchos-de-costura-prensatela-alfileres-30-piezas-_JM,46.0,Nuevo,,"Lima, Lima Metropolitana",{}
Xiaomi - Mi Aspiradora Vacuum Cleaner Light,https://articulo.mercadolibre.com.pe/MPE-445764779-xiaomi-mi-aspiradora-vacuum-cleaner-light-_JM,499.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'aq se refiere que es global, osea la version europea es limitada y voy ha tener algun inconveniente con su uso?', '1': 'https://articulo.mercadolibre.com.pe/MPE-601050686-aspiradora-automatica-manual-mi-vacuum-cleaner-light-eu-_JM?searchVariation=173664376770#searchVariation=173664376770&position=4&search_layout=stack&type=item&tracking_id=160179c7-4287-4e45-a76f-e0d859538450 este es', '2': 'cual es la diferencia con Mi Vacuum Light EU?', '3': 'Venden los repuestos ? como el filtro hepa ?', '4': 'Ya les escribo dos veces ayer a las 8 pm y pudieron responderme hoy pero no lo hicieron y hoy a las 2 pm', '5': 'Por eso me comunico por este medio por que ya lo hice por el canal interno y no me responden', '6': 'Estimados me veo en la necesidad de escribir por acá ya que no recibo ninguna comunicación por el canal interno. Ayer debía llegarme mi aspiradora sin embargo no la he recibido aún. Y no ustedes ni urbano se han comunicado conmigo para indicarme el motivo de la demora o cuando llegara. He llamado en múltiples oportunidades a urbano y les he escrito sin embargo no he tenido respuesta. Agradeceré ustedes me ayuden a dar solución a este problema.', '7': 'Hola buenas noches quisisera saber si está en stock y cuánto es el envío a San Martín de Porres.', '8': 'hola buenas m cuentas con stock? para envio a san borja?', '9': 'Hola, ¿cuándo puedes entregarlo? (A Miraflores)'}"
Licuadora Oster Metal 250-22 600 Watts 1.25 Litros. ,https://articulo.mercadolibre.com.pe/MPE-607798506-licuadora-oster-metal-250-22-600-watts-125-litros-_JM,236.88,Nuevo,,"San Martín De Porres, Lima Metropolitana","{'0': 'Buen día, tendrá disponible para hoy en el centro cívico?', '1': 'Buenas dónde se encuentra su local?', '2': 'Favor de indicar si tiene stock'}"
Xiaomi Mi Vacuum Cleaner Light Original,https://articulo.mercadolibre.com.pe/MPE-601449923-xiaomi-mi-vacuum-cleaner-light-original-_JM,449.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Buenas noches, todavía lo tendrá en stock ?', '1': 'Hay otro producto de su misma tienda pero con el nombre en ingles: https://articulo.mercadolibre.com.pe/MPE-445764779-xiaomi-mi-aspiradora-vacuum-cleaner-light-_JM. Diferencias? :)', '2': 'Hola, que diferencia hay con la que cuesta 599?', '3': 'Hola., la cobertura de envio llega a carabayllo? referencia cerca a la municipalidad del distrito?', '4': 'Buenos días consultá solo aspira polvo o tbn otros residuos pequeños', '5': 'Que diferencia tiene con la que cuesta 489??? Porq está la de 649 no tiene características principales'}"
Maquina Para Hacer Pastas Fideos 4 En 1 Acero Inoxidable,https://articulo.mercadolibre.com.pe/MPE-441797383-maquina-para-hacer-pastas-fideos-4-en-1-acero-inoxidable-_JM,225.99,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Donde la puedo ver porfavor', '1': 'Se puede hacer ravioles o se le compra aparte un adaptador, y si quisiera recogerlo mañana se puede? Soy de lima', '2': 'Hola que tal tiene stock ? cuantos niveles tiene el primer nivel para aplanar la masa¡?', '3': 'Tiene máquina disponible??', '4': 'Tiene disponible la máquina???', '5': 'Tiene disponible la maquina? deseo comprar 1', '6': 'Medio de transporte para Tarapoto y cómo se paga el flete', '7': 'Esta bien entonces La voy a comprar Peto por favor indicar en Shalom que es en treta en domicilio no en oficina Sopesar que ellos dicen que no lo hacen si lo hacen Cuando lo enviarías? Por favor revisar el producto que esté completo y bien armado Acabo de devolver una máquina a linio que vino con piezas sueltas', '8': 'Y qué hay del envío!?????', '9': 'Es el último precio? Yo vivo en Arequipa Como haces el envío y cuánto? Puedes enviar con Shalom pago destino??'}"
Xiaomi Robot Vacuum-mop Essential Side Brush,https://articulo.mercadolibre.com.pe/MPE-607513353-xiaomi-robot-vacuum-mop-essential-side-brush-_JM,44.0,Nuevo,,¡Es uno de los mejores del sitio!,{}
Xiaomi Mi Robot Vacuum-mop Filter,https://articulo.mercadolibre.com.pe/MPE-607513344-xiaomi-mi-robot-vacuum-mop-filter-_JM,44.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Buenas noches. El producto que me llegó no es el mismo que compre', '1': 'Buenos días. Viene uno solo en la caja o más de uno?', '2': '¿Este filtro es el adecuado para la aspiradora intermedia? No es la básica ni la profesional. También agradecería que me indiquen si tienen el cepillo lateral. Gracias.', '3': 'Por favor, ¿Tienen también el cepillo principal para la aspiradora intermedia? Gracias'}"
"Maquina De Hacer Algodon De Azucar ,caramelos Duros Algodon",https://articulo.mercadolibre.com.pe/MPE-442895307-maquina-de-hacer-algodon-de-azucar-caramelos-duros-algodon-_JM,99.9,Nuevo,,"Trujillo, La Libertad","{'0': 'color rosado envio a huaraz?', '1': 'Hola. El delivery a Huacho también es gratis?', '2': 'Delicvery a san miguel?', '3': 'hacen entregas a punta hermosa lima? cuanto saldria todo con entrega?'}"
Sandwichera Grill Oster  Ckstpa2880  Plateada,https://articulo.mercadolibre.com.pe/MPE-608878433-sandwichera-grill-oster-ckstpa2880-plateada-_JM,169.0,Nuevo,,"La Victoria, Lima Metropolitana",{'0': 'Oaea cuantos sandwich de capacidad tiene'}
Arrocera Oster Multiusos Ckstrc8029m Funcion Sofrito  Sandi,https://articulo.mercadolibre.com.pe/MPE-610691673-arrocera-oster-multiusos-ckstrc8029m-funcion-sofrito-sandi-_JM,159.0,Nuevo,,"Callao, Lima Metropolitana",{}
Licuadora Oster Blstbh4655053 700w,https://articulo.mercadolibre.com.pe/MPE-606252249-licuadora-oster-blstbh4655053-700w-_JM,449.0,Nuevo,,,{}
3 Paquetes De Aspiradora Electrolux Gt20n Gt30n Flex,https://articulo.mercadolibre.com.pe/MPE-605161113-3-paquetes-de-aspiradora-electrolux-gt20n-gt30n-flex-_JM,155.0,Nuevo,,"Callao, Lima Metropolitana","{'0': 'Buenas tardes. Acabo de hacer el pago para la compra de los 3 paquetes con envío a Piura', '1': 'Buenas tardes en cada bolsa cuantos viene'}"
Cuter Circular Rotativo 45mm Diámetro Cuchilla Profesional ,https://articulo.mercadolibre.com.pe/MPE-447948155-cuter-circular-rotativo-45mm-diametro-cuchilla-profesional-_JM,55.9,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Compro...entrega en Salamanca- monterrico Tienen juegi de cuchillas?', '1': 'Deseo uno pero con juego de cuchillas...precio...entrega Salamanca-Monterrico-Lima'}"
 Cortadora Manual De Tela Giratoria 45mmcuchilla Circular,https://articulo.mercadolibre.com.pe/MPE-445855785-cortadora-manual-de-tela-giratoria-45mmcuchilla-circular-_JM,56.95,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Trae una sola cuchilla o más de una?', '1': 'Cuántas cuchillas trae o solo una?', '2': 'Hola, aún tiene disponible? Envío para Trujillo entrega a domicilio, quisiera coordinar por interno, gracias', '3': 'Costo hasta chorrillos?', '4': 'Hola, tendra disponible para enviar a chorrillos?', '5': 'Hola, tienes disponible para entrega a San Borja el dia lunes?', '6': 'Hola, quisiera comprarlo, podrías hacer envio a surco hoy ?', '7': 'Hola, estoy interesada en comprar. Tienes disponible para envío a Miraflores? porfavor', '8': 'Tiene disponible para entrega joy?', '9': 'Buenos días. ¿Costo a magdalena por favor? gracias.'}"
Prensatela Cortador Lateral Overlock Maquina Coser Doméstica,https://articulo.mercadolibre.com.pe/MPE-605946361-prensatela-cortador-lateral-overlock-maquina-coser-domestica-_JM,69.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Le queda a una brother 2800 y cuanto es el costo de envío para trujillo', '1': 'Si le sirve a una brother 2800?', '2': 'este producto será compatible con una maquina recta susuki?', '3': 'Perdón mi ignorancia, no entiendo que significa de caña baja.... Mi máquina es singer 1507....', '4': 'Este modelo es compatible con la máquina singer casera?'}"
Tostador Compacto Bosch Tat3p424 2 Ranuras Rojo 970w,https://articulo.mercadolibre.com.pe/MPE-606103525-tostador-compacto-bosch-tat3p424-2-ranuras-rojo-970w-_JM,199.0,Nuevo,,¡Es uno de los mejores del sitio!,{}
Rosca/base Licuadora Oster 4902 + Empaquetadura Original,https://articulo.mercadolibre.com.pe/MPE-441890119-roscabase-licuadora-oster-4902-empaquetadura-original-_JM,20.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'De cuantas puntas es la rosca?', '1': 'Buenas noches, cuentan con adaptador para Oster Xpert ?', '2': 'Hola tiene base de licuadora N 5999-01 ?', '3': 'buenas tardes base roscada para licuadora oster reversible?? a la espera de rpta . gracias', '4': 'Cuál es el costo de envío para La Molina?', '5': 'Hola si lo compro hoy lo envías hoy mismo?'}"
Vaso De Vidrio Para Licuadora Philips Hr2195 Y 2095 ,https://articulo.mercadolibre.com.pe/MPE-439025963-vaso-de-vidrio-para-licuadora-philips-hr2195-y-2095-_JM,47.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Hola, tienes el vaso en stock? Con envío a Surquillo', '1': 'Cuanto sale todo? a que numero de cuenta tendria que hacer el deposito? y en cuanto tiempo seria la entrega? enviar a oficinas de Marvisur', '2': 'solo tienen vaso de vidrio o en otro materia, pf especificar', '3': 'necesito tambien la rosca, la cuchilla y tapa, cuanto me sale todo, mi domicilio es en arequipa', '4': 'Buenos dias, deseo comprar cuchilla y vaso para licuadora HR 2095', '5': 'En stock? Haces Delivery', '6': 'Hola, tienes vaso de repuesto para Philips Hr3652?', '7': 'Quisiera pago contra entrega, me sindica el procedimiento por favor', '8': 'hola estoy interesada en comprar, tiene algún número para llamarlo y poder coordinar la entrega, gracias!', '9': 'Hola tienes stock? Como seria pars entregar en san borja'}"
Soporte De Hilo Porta 3 Conos De Hilos P/ Maquinas De Coser,https://articulo.mercadolibre.com.pe/MPE-447707545-soporte-de-hilo-porta-3-conos-de-hilos-p-maquinas-de-coser-_JM,59.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'El envío a san Borja cuanto es?', '1': 'Pueden enviarlo por olva', '2': 'Tienes stock,quiero blanco para ica.gracias'}"
Vaso De Vidrio Para Licuadora Oster Blstmg,https://articulo.mercadolibre.com.pe/MPE-434331557-vaso-de-vidrio-para-licuadora-oster-blstmg-_JM,49.0,Nuevo,5.0,"San Juan De Lurigancho, Lima Metropolitana","{'0': 'Buenas noches tendrán en color negro?', '1': 'Buenas noches me confirma si tiene color rojo por favor', '2': 'Buenas tardes vendes la licuadora completa en colo rojo', '3': 'Aunque veo q por la entrega es 7 soles es correcto?', '4': 'Buenos días necesito vaso redondo de vidrio refractario oster modelo BLSTMG T15 051. Precio y costo de entrega hasta san isidro', '5': 'Para poder comprarlo y me lo entreguen en mi domicilio serian los 50 soles más los 7 por el envío?', '6': 'Hola, quisiera saber si es compatible con el BLSTMEG4771W-053?', '7': 'Y el vaso genérico también de vidrio..??? Y le hace a ESTE Modelo Oster BLSMTG???', '8': 'Hola', '9': 'el pirex a como está?'}"
Pin/punta/cuadrante Repuesto Nuevo Para Oster® Xpert Series®,https://articulo.mercadolibre.com.pe/MPE-446739094-pinpuntacuadrante-repuesto-nuevo-para-oster-xpert-series-_JM,40.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Buen día amigos, tienes stock del Pin/punta/cuadrante Repuesto Nuevo Para Oster® Xpert Series®', '1': 'Buenas noches es compatible con oster xperT BLST3A-R2G con cuchilla Blade?', '2': 'Me puede enviar link para la compra del pin del modelo Oster Blstmg y poder comprarla? Coordinando la entrega en la Rambla de San Borja. Gracias.', '3': 'Gracias, me podría indicar en que distrito de referencia se encuentra, horario de recojo, si entrega boleta y si se puede recoger con glovo? Gracias.', '4': 'Hola, tendra el pin para el modelo Licuadora Oster Blstmg? De ser asi cual seria su precio? Gracias.', '5': 'Tienes en stock? Es el modelo BLSTDG - R00-051'}"
"Porta Hilo Para Maquinas De Coser Familiares, Doméstica. ",https://articulo.mercadolibre.com.pe/MPE-444092102-porta-hilo-para-maquinas-de-coser-familiares-domestica-_JM,59.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Tiene porta hilos para remalladora semi industrial baby loock?', '1': ""Buenas tardes para comprar el porta hilos y 1 tijera mundial de 8'' el delivery sería uno solo hasta san de Miraflores y cuánto demoran para la entrega"", '2': 'hola, si se compra diferentes artículos de su lista hacen un solo envío?, es para Cercado.', '3': 'SE PEUEDESE COSER TELA -JEANS -PANTALON????? TIENE LUZ??????? DIMENSIONES???', '4': 'Hola está disponible? quisiera pedir este y otros productos que venden, se puede hacer un solo envio? estoy en la perla limite con san miguel', '5': 'Buenos días,Por Olva Currier cuanto sale y en cuántos días llega. Se puede pagar por yape?', '6': 'Buenas noches lo tiene disponible para envio a La Molina? de que color por favor. gracias', '7': 'Ya sta estimado le scribi x el chat d mercado', '8': 'Ok, le doy comprar la compra de las bobinas se hará después d la compra, gracias', '9': 'Buenos días, aun tiene en color rosado y envío a provincia también deseo comprar las bobinas d metal d 25 und en stuche me confiema x favor'}"
Arrocera Multiusos Oster Con Sofrito,https://articulo.mercadolibre.com.pe/MPE-606895773-arrocera-multiusos-oster-con-sofrito-_JM,189.0,Nuevo,,,"{'0': 'es de 1.3 litros o de 2 litros de capacidad?', '1': 'hola, de cuánto es la capacidad de la arrocera?'}"
Escobillas Para Lustradoras Todas Las Marcas ,https://articulo.mercadolibre.com.pe/MPE-607389055-escobillas-para-lustradoras-todas-las-marcas-_JM,35.0,Nuevo,,"San Juan De Miraflores, Lima Metropolitana","{'0': 'Ok chevere que tiempo domora llegar a ICA', '1': 'Hola tendrás cepillo para lustradora electrolux E200', '2': 'QUIERO LAS DE CERDA NEGRA PARA LA PHILIPS,', '3': 'HOLA QUIERO EL JUEGO PARA ENCERAR DONDE ESTAS UBICADO ES PARA LA AMARILLA', '4': 'HOLA QUIERO EL JGO. PARA LUSTRAR DE LA PHILIPS(AMARILLA)', '5': 'Hola, 1. tienes escobillas para Electrolux y que sirva para fregar pisos terrazos? 2.Precio para juego de 3', '6': 'en que distrito se encuentran ubicados?', '7': 'Estimado necesito escobillas de cerda para lustradora chasky. 3 unidades', '8': 'Escobillas para electrolux E100 para sacar brillo', '9': 'No sé el modelo pero las escobillas que usa tiene los seguritos plásticos'}"
Vaso Original Pyrex Para Licuadora Oster (reversible),https://articulo.mercadolibre.com.pe/MPE-434331075-vaso-original-pyrex-para-licuadora-oster-reversible-_JM,65.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Buenas tardes. Aún tiene en stock. Con envío a Puente piedra por favor', '1': 'Hola, el vaso resiste agua caliente? En cuanto tiempo llegaría a Trujillo?', '2': 'Tiene página virtual?', '3': 'Hola tiene tienda física?', '4': 'buenas noches, tiene para el modelo BEST02-R01-053?', '5': 'Si esta bien como puedo hacer la compra por favor', '6': 'Pueden enviarlo mañana al distrito de Ancón ?', '7': 'Hola este modelo es compatible con el modelo blstrm-dz0-051', '8': 'Buenos dias, este caso es compatible con el modelo Blstpyg1210rbg. Gracias???', '9': 'Me interesa, podrían hacer el despacho para hoy?'}"
Licuadora Turbo Magic Finezza Todo En Uno,https://articulo.mercadolibre.com.pe/MPE-441024741-licuadora-turbo-magic-finezza-todo-en-uno-_JM,250.0,Nuevo,,"Jesús María, Lima Metropolitana","{'0': 'OK. Gracias , esperaré la confirmación.', '1': 'Dígame, en adelante les llegará nuevamente el producto???', '2': 'Buen día, tienen stock en color rojo? Y hacen el envío a Pisco? Me confirma para proceder con la compra', '3': 'Disponible en color negro?', '4': 'Tienes el producto'}"
Balanza Gramera Acero Electronica Cocina Henkel 5kg Garantia,https://articulo.mercadolibre.com.pe/MPE-442142609-balanza-gramera-acero-electronica-cocina-henkel-5kg-garantia-_JM,80.19,Nuevo,,"Villa El Salvador, Lima Metropolitana","{'0': 'Buenas tardes disponible precio real y el envío es gratis ?', '1': 'Buen día, ¿Cuánto sería el costo de envío a la cuadra de 16 de la avenida Perú en S.M.P?', '2': 'Cuánto es el delivery al distrito de ventanilla', '3': 'Hola!! Sigue estando disponible la balanza?', '4': 'Dígame estoy en chilca km 64 de la panamericana sur quiero que me envíen 2 y es sumamente urgente.', '5': 'Sigue en disponible, a san juan de Miraflores', '6': 'buenas noches cuanto por envio a pucallpa por olva?', '7': 'Buen día. La entrega o recojo es inmediato?', '8': 'Materiales del producto?', '9': 'Cuantos dias llegaría?'}"
Vaso Original Para Licuadora Oster Modelo Trebol,https://articulo.mercadolibre.com.pe/MPE-436785082-vaso-original-para-licuadora-oster-modelo-trebol-_JM,64.0,Nuevo,,"San Juan De Lurigancho, Lima Metropolitana","{'0': 'Hace envios a provincia?', '1': 'Buenas, es compatible con modelo 6805-51?', '2': 'como se puede coordinar el envio tiene algun numero de contacto? y cuando podria enviarlo?', '3': 'Buen dia, el vaso es para licuadora oster modelo 6805-51? en la descripcion solo dice 6805 y por eso mi duda. Gracias', '4': 'hola q tal el vaso es para licuadora oster modelo 6805-51? en la descripcion solo dice 6805.', '5': 'Buen día cuenta con stock?', '6': 'Buen día disponible, envías a SJM?', '7': 'Hola buenas, hay stock ? Y si lo pido para pueblo libre cuando llegaría ?', '8': 'Cómo puedo contactar con Ud', '9': 'Diré de 1.2L'}"
Batidora Heavy Duty 6.9 L Blanco - Kitchenaid,https://articulo.mercadolibre.com.pe/MPE-608331746-batidora-heavy-duty-69-l-blanco-kitchenaid-_JM,2449.0,Nuevo,,,"{'0': 'Buenas noches, no hay más productos de la línea?'}"
Sandwichera Oster Ckstsm3891 Placas Removibles ,https://articulo.mercadolibre.com.pe/MPE-440497499-sandwichera-oster-ckstsm3891-placas-removibles-_JM,189.0,Nuevo,,"La Victoria, Lima Metropolitana",{'0': 'Buena tarde.. vendes solo la placa?'}
